Altura,Peso
181,72.8
178,78.3
169,65.1
190,78.1
175,62.6
172,62.8
173,69.0
194,72.1
194,93.3
179,72.0
182,72.1
173,70.6
179,77.5
173,72.8
181,66.2
172,65.0
194,90.9
180,77.3
161,49.6
161,55.0
161,52.6
177,59.5
171,66.9
186,67.1
166,52.2
168,56.5
181,79.1
187,77.3
166,54.2
173,64.8
160,58.2
190,82.8
161,55.7
189,79.4
165,54.0
172,55.8
175,59.9
161,64.2
169,70.4
195,80.9
181,66.3
185,64.9
186,66.5
174,57.0
178,66.5
170,62.1
187,85.1
194,74.2
161,54.5
161,62.7
170,68.9
173,55.4
180,67.7
193,84.4
170,68.8
184,69.2
194,90.4
161,55.2
192,77.9
163,55.5
168,54.8
176,62.9
182,81.2
188,81.3
168,65.0
173,57.3
180,79.0
165,51.3
161,59.6
176,59.3
184,69.4
177,69.5
165,58.9
184,81.9
174,74.4
188,74.7
173,57.8
185,83.8
161,53.9
171,56.2
174,56.7
178,75.4
187,84.8
188,67.4
172,65.8
161,62.0
166,56.1
183,65.9
168,60.8
184,80.3
190,87.8
187,67.3
166,68.2
176,65.1
163,64.6
162,56.7
162,48.6
178,61.9
167,64.4
178,62.0
182,68.0
187,81.2
195,75.6
176,74.2
180,69.7
169,62.1
162,52.7
172,73.1
187,75.2
178,61.4
160,63.5
195,79.0
195,73.0
178,78.0
177,71.3
189,75.7
161,59.8
168,59.5
169,68.1
190,81.4
190,86.2
195,81.6
160,57.6
192,88.5
191,73.0
192,78.9
185,78.9
190,69.2
190,82.7
187,72.1
177,66.9
186,77.0
186,79.5
194,71.5
165,54.1
182,78.5
180,72.0
191,72.7
162,50.7
194,70.3
176,64.7
190,84.3
161,62.9
188,84.3
187,77.9
174,58.9
175,69.2
162,53.7
160,60.8
185,64.5
188,68.5
165,51.5
194,70.5
161,49.2
163,58.7
168,57.3
174,62.5
186,64.4
180,79.2
165,56.6
193,84.6
187,85.6
185,73.7
188,82.2
165,52.8
176,64.2
163,64.8
194,75.6
169,69.1
191,73.3
188,66.8
165,54.8
176,72.4
184,77.8
165,65.2
173,58.1
164,53.6
161,55.3
189,85.3
187,69.4
164,52.2
186,77.3
171,58.2
167,51.8
161,48.1
164,51.1
183,71.2
178,64.0
180,80.0
177,64.6
172,59.9
175,56.8
195,76.7
195,75.2
186,82.3
188,75.1
168,64.5
177,70.3
194,80.9
168,61.3
172,63.7
164,66.9
189,78.2
177,70.7
161,62.6
187,72.5
192,85.9
190,85.9
195,85.8
193,70.1
187,80.3
192,82.7
166,59.3
186,67.9
189,74.7
194,82.9
166,53.0
164,64.0
187,73.4
168,56.9
172,67.3
180,61.4
162,64.2
184,79.8
173,61.7
190,78.7
184,63.1
173,60.9
184,76.8
173,64.5
167,53.7
174,73.6
187,71.7
168,66.5
189,80.4
170,55.6
181,79.1
169,66.3
177,72.6
182,67.4
184,74.2
164,52.5
193,82.8
184,70.7
174,64.1
167,60.2
160,54.3
194,81.9
169,68.6
162,54.8
179,63.4
165,65.7
186,66.4
184,82.1
195,78.0
161,61.1
178,74.4
163,65.0
180,78.6
165,53.4
160,60.3
194,70.7
169,61.2
192,71.1
167,51.6
175,67.8
181,77.2
163,58.1
171,62.1
165,59.9
167,66.7
162,60.0
165,51.4
193,72.4
176,60.1
161,50.7
193,86.5
189,66.2
178,73.6
167,61.2
186,85.2
168,53.2
186,72.0
190,88.9
184,64.6
192,74.6
178,74.0
180,65.7
178,61.1
181,80.3
164,62.6
176,61.0
160,49.0
160,57.5
165,54.3
165,53.3
164,52.7
188,85.4
176,63.4
184,75.7
163,64.2
193,73.0
191,84.9
178,77.8
190,83.0
160,51.6
192,88.3
190,72.1
187,67.2
170,70.1
170,59.7
170,59.8
188,74.9
188,69.3
180,62.1
189,66.5
182,70.7
169,57.1
190,88.7
179,65.8
195,86.6
191,89.1
190,81.4
192,91.5
160,53.5
177,63.9
184,71.3
178,70.2
194,75.6
195,89.1
160,61.4
188,78.3
181,73.9
165,59.3
163,50.0
161,61.6
191,68.2
174,72.7
182,61.7
183,62.6
166,52.4
163,58.0
171,69.0
164,63.0
184,67.7
173,72.9
176,72.0
170,53.9
173,65.9
166,57.0
181,65.9
181,77.9
181,64.0
165,63.7
195,72.7
179,62.8
175,59.3
170,65.7
190,71.8
175,64.1
187,65.5
162,63.7
170,62.8
186,71.2
167,53.4
193,86.6
170,67.9
190,67.2
185,69.1
173,69.0
173,65.0
162,64.0
171,56.7
167,59.3
178,68.9
176,63.3
193,88.9
190,88.2
164,61.2
181,79.4
179,67.5
169,59.5
195,79.4
160,53.4
183,70.5
165,58.0
189,82.9
160,54.7
173,69.3
184,64.0
178,60.9
177,73.7
162,53.8
165,55.0
174,60.9
193,83.8
178,77.2
167,66.8
181,75.9
173,66.4
162,57.4
178,78.3
162,60.9
168,68.6
176,64.1
174,69.0
170,56.4
195,74.3
188,73.6
175,68.2
171,59.9
188,76.2
177,75.3
191,76.1
160,55.5
189,68.4
191,69.2
185,82.8
177,71.2
186,67.9
183,83.3
194,88.6
182,63.2
162,53.4
194,76.8
173,68.0
162,62.5
193,70.2
182,65.2
187,70.5
193,82.2
176,77.1
164,62.7
175,75.8
185,63.7
190,73.1
174,65.7
165,65.4
178,78.2
194,87.4
170,69.1
195,90.9
165,64.7
189,70.0
174,70.4
171,65.9
164,51.2
185,73.5
192,86.7
169,60.6
165,57.1
165,65.5
193,82.9
191,86.5
175,66.8
176,67.5
191,72.0
179,72.8
180,76.4
163,63.2
187,67.6
162,49.6
160,57.2
164,51.9
184,80.0
184,84.0
183,65.9
165,60.8
167,63.6
163,62.4
187,70.6
189,81.2
166,61.1
168,56.1
171,64.4
177,63.7
173,60.5
174,65.3
181,80.8
180,67.4
185,69.4
176,65.3
176,71.1
182,62.7
178,59.6
194,77.0
167,66.5
163,54.9
172,59.7
165,54.1
171,72.8
166,58.4
195,92.2
186,75.9
178,68.8
160,50.8
160,59.7
170,67.3
165,67.6
190,86.3
191,89.1
191,71.8
182,68.8
191,70.4
162,50.4
183,83.0
167,62.1
172,71.3
160,50.9
177,76.1
192,89.8
171,56.2
162,64.4
174,58.9
167,52.8
184,79.3
162,61.0
185,81.8
171,56.9
185,74.3
167,56.9
190,78.3
190,67.6
161,57.5
165,53.0
180,73.9
164,60.8
165,61.3
161,54.3
178,78.9
190,85.7
187,83.8
186,76.4
185,66.6
185,82.5
189,72.5
160,62.5
160,62.1
164,59.4
192,83.8
192,81.9
178,62.7
184,70.6
186,68.8
177,65.0
177,64.8
194,69.9
192,72.8
174,60.0
166,56.6
161,59.6
163,50.6
188,82.0
193,83.5
183,82.1
192,80.2
174,70.6
173,74.0
177,62.0
177,58.8
176,73.0
178,72.0
187,67.0
171,57.1
186,66.8
195,85.2
181,76.7
183,81.8
173,63.1
181,66.1
195,70.7
178,72.5
186,67.6
189,80.4
168,64.4
183,62.3
179,74.0
188,85.7
194,89.7
180,78.7
162,64.2
161,51.8
166,59.7
180,73.7
161,57.9
164,53.3
173,69.7
167,64.1
190,74.9
190,77.8
168,59.7
172,69.7
164,54.0
163,57.0
167,66.1
187,66.1
178,69.6
166,68.0
176,76.7
180,68.7
163,58.0
187,71.4
163,58.2
161,59.2
179,68.6
161,58.4
162,61.3
191,90.3
178,63.2
192,73.5
167,62.0
184,64.5
174,68.6
195,80.3
162,65.3
194,83.6
182,61.8
175,75.4
191,67.8
184,76.8
168,61.2
195,84.8
160,50.9
171,69.5
183,66.3
179,74.8
188,77.2
173,58.3
160,58.4
195,91.6
162,64.0
179,70.3
182,71.8
164,51.7
190,79.6
183,67.1
186,67.0
173,65.3
161,48.3
189,82.4
172,63.9
180,68.3
178,60.5
190,74.9
178,67.0
171,57.3
172,65.9
180,62.9
194,83.6
185,83.3
167,64.1
187,72.3
170,70.4
161,56.3
178,69.0
187,72.5
163,55.5
190,80.4
175,56.9
171,58.3
179,78.1
193,85.0
163,49.9
172,71.1
166,65.8
165,60.1
164,57.9
165,67.3
195,90.5
188,76.2
178,68.8
194,81.9
173,57.4
185,75.6
161,55.7
170,60.2
162,60.8
191,87.7
191,73.8
194,91.5
186,78.1
163,64.6
170,59.3
189,78.6
160,52.8
164,62.3
172,58.1
187,77.1
195,72.2
172,72.4
195,93.6
178,78.0
182,77.3
192,88.8
178,72.0
193,78.5
191,88.8
186,80.0
192,83.3
195,86.6
169,54.0
165,53.6
192,86.9
183,66.8
162,52.7
188,77.0
193,83.4
175,74.1
168,69.2
177,72.7
188,80.6
166,64.0
181,62.9
162,65.1
167,53.2
170,69.3
174,66.0
185,74.0
188,74.5
168,57.1
191,68.0
178,72.6
170,61.0
175,73.6
176,76.7
177,67.9
184,69.1
188,72.2
167,59.8
176,67.4
192,71.2
172,64.5
191,77.9
165,61.2
178,60.5
165,59.4
188,67.8
167,64.2
172,66.5
167,52.4
193,86.4
185,71.6
166,66.6
169,65.6
185,83.6
163,63.4
194,93.2
188,84.2
186,69.9
194,76.4
193,72.8
192,91.2
160,54.1
165,57.4
193,90.4
179,59.3
183,77.4
183,68.3
189,66.3
172,58.7
161,61.6
164,66.8
193,87.8
190,86.8
174,56.7
180,61.1
182,69.8
163,53.1
170,66.8
167,52.1
176,72.1
177,62.3
192,73.8
173,58.6
183,66.5
186,80.3
164,55.3
183,83.2
177,63.6
163,55.2
163,61.2
173,63.2
163,57.2
169,67.7
185,69.3
171,60.3
191,84.8
186,71.5
177,75.7
167,57.8
195,79.6
194,83.8
171,66.1
178,59.1
164,51.6
164,63.4
181,78.0
173,64.2
164,62.2
177,69.6
184,82.6
169,70.0
187,86.4
177,58.3
169,66.7
171,59.5
165,54.7
164,60.4
163,56.0
191,81.1
191,77.7
171,60.3
186,79.6
162,62.4
163,64.7
168,58.2
163,52.4
176,66.8
161,56.4
175,60.7
178,72.8
173,67.2
163,58.7
168,54.3
182,63.4
171,71.5
193,75.9
177,73.0
193,70.7
160,56.2
180,75.0
162,61.7
182,69.7
177,69.5
164,53.5
164,51.6
186,66.3
174,63.3
177,63.3
179,65.2
175,58.3
160,55.0
185,83.4
190,67.3
194,87.1
186,80.5
178,71.1
194,92.4
162,54.7
191,70.3
195,81.4
186,64.2
174,68.4
162,56.3
168,69.8
193,89.2
165,61.4
179,67.3
160,51.1
180,64.1
162,57.6
165,65.6
190,67.3
166,65.2
186,68.0
160,51.9
190,85.2
171,71.3
184,83.3
194,83.1
160,63.4
160,57.4
173,60.7
179,64.4
172,61.6
178,75.2
177,59.1
174,73.7
184,73.7
168,55.9
195,82.7
193,90.4
167,54.5
182,68.9
180,67.1
163,56.0
183,68.6
176,74.3
176,73.5
167,62.0
166,59.2
190,83.1
160,56.6
165,52.4
167,64.7
180,73.8
160,63.2
178,61.4
163,61.8
172,69.1
177,66.1
188,76.5
193,71.1
163,51.0
176,67.2
163,50.7
194,81.0
179,67.3
186,76.3
168,64.1
195,72.3
166,66.7
168,64.9
190,86.0
194,80.6
192,84.0
188,88.0
189,66.7
167,55.6
185,81.3
182,63.1
176,64.2
173,63.0
162,63.4
189,79.2
182,77.9
162,62.0
181,77.2
168,70.0
177,68.9
171,65.4
178,68.4
186,73.4
180,79.1
167,62.6
172,64.8
188,78.7
173,63.6
193,88.4
181,76.0
163,50.0
183,65.3
176,70.4
191,90.0
173,73.2
172,67.8
180,65.7
167,65.0
193,84.4
163,62.4
171,68.3
190,70.4
191,85.9
187,65.2
179,61.6
193,80.1
184,67.4
164,62.9
180,77.6
177,60.4
190,86.1
184,70.4
178,61.0
185,73.3
166,59.9
179,64.5
182,76.6
189,70.7
165,65.2
169,53.5
167,60.1
178,63.9
172,62.3
195,87.5
173,58.5
169,69.0
184,68.5
180,60.5
189,81.4
182,74.6
160,60.4
176,58.6
171,55.5
167,61.1
170,58.9
179,62.0
169,69.0
179,78.0
172,54.9
164,61.9
161,63.0
177,68.3
172,60.5
163,62.1
174,75.0
173,63.4
194,74.0
172,69.4
171,59.7
176,62.0
171,55.5
186,67.2
160,52.4
180,66.8
182,71.5
175,67.2
174,63.0
193,74.5
161,49.0
166,51.5
172,65.5
182,82.0
161,56.2
169,70.0
174,71.7
176,62.3
193,72.8
164,56.7
170,63.5
186,76.8
166,52.5
187,78.2
173,63.3
172,57.1
179,71.4
176,65.8
192,85.5
172,68.0
163,60.3
165,53.2
181,71.4
186,85.4
164,63.0
191,83.5
172,70.6
172,63.6
160,53.3
161,55.7
179,63.0
186,77.4
188,84.9
187,75.0
184,75.1
168,69.1
183,68.5
174,64.7
184,81.2
167,67.8
176,68.0
182,81.3
177,70.9
189,67.6
193,75.2
161,52.6
193,70.8
179,61.6
191,74.9
190,81.8
169,61.3
167,61.4
168,54.5
193,76.0
192,73.6
173,74.1
183,73.2
193,90.5
193,71.6
179,62.4
162,52.2
161,62.4
162,57.4
163,59.8
183,65.6
175,68.0
184,66.4
165,58.4
172,72.2
195,89.8
193,87.9
172,56.3
189,82.2
166,66.2
183,66.0
190,85.5
181,64.7
165,67.2
176,73.8
165,63.4
167,64.3
182,72.2
175,59.8
175,58.6
188,65.8
178,68.9
166,60.7
165,63.6
173,60.5
182,70.5
181,75.5
191,73.2
191,75.2
167,51.9
189,73.2
192,91.4
173,72.8
173,62.0
171,71.3
190,85.7
185,72.5
184,71.5
193,71.3
167,56.0
174,66.1
193,69.6
185,64.7
167,67.1
164,63.3
179,67.0
170,70.4
192,81.1
192,69.9
162,59.8
191,76.1
162,59.4
161,59.9
192,90.4
191,83.3
180,60.2
189,86.0
193,92.5
174,56.5
186,80.3
172,60.8
183,66.6
188,84.6
194,93.0
182,63.0
171,55.5
190,68.3
172,62.5
170,71.5
192,76.3
167,66.9
161,64.4
166,53.0
178,73.2
173,58.5
166,57.6
187,75.4
173,72.9
181,70.8
188,71.5
177,65.3
176,70.9
160,49.1
175,73.5
169,54.7
161,61.4
164,61.5
177,61.0
185,66.5
169,57.9
189,79.1
194,76.9
166,55.0
188,81.1
181,73.7
177,75.6
166,61.7
166,66.6
178,62.5
192,72.3
192,70.2
195,77.9
162,55.7
160,60.3
182,67.8
182,73.6
168,66.8
187,84.3
195,77.3
189,84.0
176,72.2
171,55.6
180,76.3
174,66.1
180,60.0
172,65.6
171,72.8
166,61.7
173,74.5
180,77.3
172,62.5
168,66.7
176,69.5
192,71.2
175,71.7
187,75.2
188,79.0
179,74.2
183,83.0
180,71.6
182,74.9
172,72.2
190,72.4
191,79.2
178,64.2
178,72.7
171,71.0
161,51.1
182,74.9
178,59.4
171,65.3
185,72.1
190,77.6
162,61.7
191,84.6
169,60.9
192,84.4
191,76.0
162,51.6
162,65.1
176,73.7
160,60.2
179,72.0
184,80.3
171,66.8
167,58.0
175,67.7
178,66.4
169,68.9
192,87.1
171,63.2
164,53.6
169,65.6
188,85.1
179,68.4
177,73.1
187,68.2
174,61.4
164,64.1
195,85.0
175,74.5
160,55.0
182,72.9
189,87.9
175,59.7
190,82.4
186,83.0
166,57.0
180,63.9
181,81.1
161,63.3
188,85.8
194,74.9
172,62.3
189,86.0
166,63.2
161,52.9
181,63.4
178,60.2
190,72.6
194,71.6
185,70.4
171,64.2
167,62.3
160,59.5
178,72.8
189,68.4
190,74.0
170,70.6
192,81.9
161,51.5
195,80.4
194,77.5
189,72.3
188,74.5
162,54.3
169,56.9
177,59.3
183,70.0
191,74.3
168,53.1
160,47.7
194,85.6
169,60.3
177,71.6
195,87.6
191,78.6
176,59.7
183,82.4
168,62.6
185,70.0
163,60.6
194,85.5
174,57.4
169,66.2
161,57.3
178,77.0
181,65.3
166,65.9
181,63.3
184,70.5
194,81.7
194,82.4
181,62.1
190,84.3
175,58.1
162,55.4
164,50.3
161,55.2
175,58.3
179,71.1
189,82.1
182,69.4
163,52.9
187,73.7
194,91.4
162,54.5
180,67.1
171,61.0
182,72.6
175,58.1
182,71.1
183,77.1
170,70.5
172,58.8
179,66.5
172,68.5
165,56.0
190,84.6
160,54.4
188,70.5
175,73.9
175,74.2
160,54.5
163,55.6
165,54.0
169,69.3
181,78.3
182,77.0
175,71.1
164,66.2
189,84.7
181,61.8
163,54.3
191,68.9
164,53.4
177,58.8
181,64.2
192,84.9
179,61.7
180,76.2
195,87.5
168,62.2
161,48.8
183,67.2
190,68.1
188,67.5
191,76.1
182,71.6
168,52.5
169,60.2
180,69.4
186,77.3
170,58.5
191,70.6
169,59.1
186,85.8
177,66.7
178,78.1
175,61.7
176,62.3
166,64.6
163,58.2
189,72.2
181,61.2
188,71.0
177,73.0
174,60.5
190,76.8
173,69.4
163,53.4
164,55.8
170,57.9
162,63.1
165,56.6
162,56.0
171,65.4
193,84.5
174,73.9
167,55.5
168,67.8
186,65.9
182,75.9
167,63.6
177,74.1
165,52.8
182,80.0
179,61.6
174,73.6
177,77.7
166,68.6
190,69.1
187,80.3
160,61.5
179,64.9
190,89.0
195,82.4
172,72.9
188,71.5
162,49.4
173,58.8
176,73.1
163,60.4
161,61.8
195,73.0
174,69.9
181,72.6
182,69.1
177,70.3
183,82.0
167,57.5
173,64.0
175,61.6
172,69.9
166,53.4
170,69.7
166,60.8
185,78.5
176,71.9
186,68.5
190,75.5
195,90.0
188,70.2
171,60.2
182,61.7
190,68.8
192,82.4
170,64.5
192,88.7
170,69.3
163,55.8
160,50.6
163,55.2
189,77.9
180,63.7
176,70.2
192,72.0
194,73.3
193,90.2
161,60.8
184,81.2
170,61.4
173,61.1
178,77.7
161,48.4
175,67.3
162,58.8
188,86.8
183,66.6
176,66.8
185,84.5
163,63.8
165,53.0
190,87.1
183,83.2
182,76.7
185,75.3
168,59.9
194,81.2
193,87.5
176,75.6
187,79.6
166,67.4
179,75.4
176,74.8
182,67.9
180,66.3
171,59.7
173,74.3
173,61.2
165,62.6
175,63.6
166,52.5
160,58.1
169,59.2
190,85.5
179,68.9
183,71.0
179,76.2
177,74.8
172,71.4
167,68.2
164,57.6
178,64.4
164,52.2
182,79.7
178,64.6
194,72.1
181,69.5
177,76.4
179,69.8
183,63.8
173,63.5
166,53.5
172,60.9
161,48.8
195,87.8
161,59.7
166,55.8
194,80.8
177,67.3
173,68.3
179,76.1
174,64.6
166,51.3
168,62.8
192,83.2
189,71.2
161,61.9
164,55.2
175,62.0
191,89.9
176,59.0
167,58.1
164,62.5
182,65.4
183,75.1
180,73.2
173,64.5
195,74.0
189,88.6
161,50.3
161,57.0
164,58.8
174,61.7
184,75.6
170,67.0
169,56.2
160,55.1
184,83.4
173,69.0
166,54.8
185,69.1
160,53.2
184,77.1
165,51.1
168,64.1
162,61.2
171,72.6
172,56.5
187,83.3
163,59.8
190,82.4
185,76.8
165,65.6
163,57.1
163,52.1
167,53.6
174,59.2
168,64.7
178,71.6
170,66.6
192,75.0
188,72.2
167,58.5
163,49.3
174,56.2
168,60.5
169,68.9
183,62.0
168,59.2
166,51.7
171,56.9
164,64.5
162,50.3
187,80.7
191,90.4
174,75.2
180,72.7
191,71.7
188,69.3
188,84.0
195,94.1
169,55.8
162,60.8
173,66.1
172,72.1
169,53.3
176,69.8
167,68.3
173,67.8
166,60.7
178,70.0
180,77.7
178,59.3
168,67.2
187,77.7
162,51.9
175,72.7
188,67.8
180,77.7
178,68.2
164,65.5
165,67.2
161,51.1
176,66.2
179,73.5
190,67.8
177,74.2
161,50.3
172,69.5
170,65.3
183,76.6
192,69.2
178,69.3
195,90.7
166,63.0
176,75.4
189,77.0
169,71.0
177,73.9
186,71.1
174,56.3
161,55.6
160,49.0
171,66.7
179,70.1
193,75.4
179,69.3
182,73.7
179,62.5
169,56.9
172,61.2
192,77.7
187,75.3
162,63.6
195,71.0
163,59.0
182,72.1
181,65.6
189,85.4
185,71.4
180,64.0
166,67.5
181,74.7
190,73.4
175,73.9
190,78.0
195,83.8
175,70.0
192,89.8
175,58.6
169,62.9
165,58.6
183,65.9
189,88.8
164,49.8
182,65.7
162,50.5
177,67.9
193,74.0
185,69.4
162,53.0
192,84.3
187,75.4
185,84.4
189,69.8
163,61.9
186,76.7
165,63.2
191,81.0
195,85.5
166,55.9
166,53.1
184,67.3
172,71.5
191,67.7
169,58.0
194,87.8
164,56.1
179,73.8
184,79.4
171,71.0
192,77.6
175,65.3
195,93.3
186,74.0
191,77.3
180,73.4
178,62.5
171,64.5
163,60.1
164,57.4
193,92.4
171,69.6
165,56.3
191,77.2
188,85.0
171,71.7
165,53.9
179,79.8
167,68.8
187,65.4
165,64.6
186,66.6
172,57.2
189,79.1
171,63.9
193,75.4
192,72.7
171,58.4
182,70.2
171,71.5
169,60.8
165,59.4
174,70.1
177,64.8
185,74.5
173,71.5
194,88.2
190,79.9
162,62.5
183,78.8
186,76.3
165,58.4
166,66.1
191,84.1
190,67.8
183,67.8
175,68.1
168,67.4
164,57.3
174,67.9
178,72.2
181,67.1
189,87.0
192,87.1
164,58.5
178,66.9
183,79.8
166,66.5
178,72.9
191,89.9
177,69.3
168,67.3
160,56.4
182,69.0
165,65.4
170,67.1
181,69.0
194,83.3
181,75.7
194,82.6
168,66.5
195,75.3
169,64.0
168,66.1
169,70.2
182,73.4
181,69.5
170,56.0
179,79.0
167,66.2
171,57.3
174,64.7
179,70.1
171,66.7
176,63.2
164,63.6
171,62.2
193,70.8
174,58.3
168,57.1
183,64.3
192,91.8
169,58.2
177,77.0
182,65.8
188,82.0
173,61.3
166,66.2
172,62.9
190,67.5
181,70.0
162,61.0
178,78.2
191,88.6
168,63.6
190,89.2
183,67.9
173,65.2
183,79.1
190,82.6
168,56.8
173,67.2
187,80.4
176,72.7
161,55.7
183,73.2
183,77.9
184,70.7
161,56.9
169,68.0
163,52.3
177,75.8
188,73.1
170,70.4
165,63.7
175,75.9
188,82.3
177,62.4
172,62.7
187,69.7
171,56.6
170,61.3
192,75.7
179,79.1
187,82.2
172,69.9
181,67.2
169,69.3
194,84.2
166,53.0
191,73.7
178,64.8
195,84.7
179,70.0
170,59.8
163,53.3
161,57.8
180,79.5
177,65.0
170,59.9
185,69.3
177,73.4
193,89.5
168,57.8
193,71.4
173,65.4
172,56.5
166,53.0
193,79.5
163,50.2
195,85.2
182,75.8
164,61.9
190,73.4
162,50.9
164,57.7
181,80.8
184,78.2
176,66.7
164,50.3
191,69.4
172,72.7
186,77.9
185,66.1
192,88.6
170,62.4
195,84.7
189,87.8
180,67.4
167,59.6
195,72.4
170,64.8
168,60.9
188,83.4
176,66.6
162,48.7
174,68.4
174,72.9
178,64.7
173,70.7
184,67.9
174,71.2
164,60.5
165,55.0
186,70.1
172,72.8
181,80.1
191,72.5
167,54.6
176,73.5
172,69.1
164,52.3
168,66.8
182,73.1
162,62.5
186,78.3
175,67.4
193,88.9
195,76.7
164,56.2
193,70.5
163,54.4
184,69.4
174,68.2
165,60.5
188,75.6
182,82.1
163,53.6
182,61.3
167,61.0
160,49.4
164,66.9
178,64.5
160,62.1
177,59.7
176,73.2
180,76.1
164,52.8
167,69.3
179,78.6
163,65.6
179,68.6
183,81.8
176,58.7
188,84.6
193,88.9
178,63.2
162,50.8
169,63.6
170,54.4
174,67.3
191,68.7
169,61.6
166,65.8
180,63.2
188,68.7
179,77.3
188,74.2
193,78.2
166,65.0
174,61.8
191,77.5
187,79.7
178,78.5
192,74.7
164,63.5
184,65.4
184,63.9
191,81.1
180,68.3
164,57.0
178,61.2
167,55.6
171,59.2
161,56.6
164,55.0
166,53.1
186,72.5
160,54.6
164,54.7
192,89.0
181,70.9
180,66.8
195,88.1
193,92.5
171,70.7
183,81.8
171,60.2
173,71.7
168,58.2
182,80.0
180,67.4
188,84.6
161,60.8
177,68.8
160,55.9
182,81.7
177,73.0
165,61.7
163,52.2
179,79.3
178,77.7
164,64.7
180,74.7
172,64.8
192,68.2
173,65.4
165,58.8
193,86.9
163,60.1
177,65.4
186,81.7
168,64.1
168,53.2
176,60.2
189,69.1
176,70.2
161,61.9
168,54.8
161,49.1
190,68.4
188,70.8
189,86.5
176,69.8
172,60.2
193,76.7
171,56.6
175,72.1
174,57.2
195,86.2
173,56.4
187,83.4
184,69.9
184,65.4
172,68.4
188,84.6
179,71.4
166,60.3
160,54.0
164,63.7
175,67.2
165,62.6
190,84.9
188,79.0
191,88.9
184,81.0
174,69.2
171,70.3
173,64.1
192,79.3
177,65.7
175,75.5
190,73.2
170,62.4
171,70.5
194,88.1
194,88.7
191,67.5
174,69.7
174,62.2
182,70.6
177,63.7
161,48.8
192,84.8
168,68.9
170,61.2
171,57.8
162,60.2
181,71.8
175,62.4
180,67.9
185,63.6
166,54.5
193,86.6
163,59.2
195,82.0
177,72.2
163,61.7
164,61.7
195,84.4
185,79.2
177,60.5
192,72.7
179,63.7
167,55.3
176,63.0
177,75.8
168,60.3
188,72.4
174,67.0
189,74.3
181,81.3
162,65.3
167,65.3
189,67.6
161,54.6
174,62.8
163,63.8
164,57.2
175,57.8
190,69.3
192,74.5
160,56.6
188,87.0
177,60.2
164,66.1
194,83.8
184,74.2
182,80.8
164,62.7
193,74.5
194,88.3
173,73.7
189,66.2
173,63.6
167,66.5
163,51.3
170,55.6
174,69.2
193,90.2
171,60.3
193,71.2
191,83.3
163,50.8
182,65.1
190,68.0
179,59.4
177,75.6
182,66.1
188,66.7
175,58.6
192,75.4
165,64.9
173,57.9
189,81.8
163,56.5
182,74.8
163,56.6
180,64.8
174,68.8
173,72.1
193,91.7
164,66.7
170,70.5
193,82.5
187,85.0
163,49.8
181,80.0
168,68.5
166,63.9
166,58.3
160,53.1
181,60.8
164,54.9
181,74.7
181,60.6
174,62.8
164,62.3
186,72.2
173,64.2
173,72.5
174,69.5
188,70.8
182,77.8
163,62.2
164,54.8
177,64.4
186,79.7
170,66.9
180,75.5
192,68.9
171,72.7
171,63.1
160,49.1
172,68.8
190,87.3
169,63.9
170,61.0
175,63.2
189,66.9
160,57.9
174,63.1
172,57.2
162,61.7
160,63.4
172,57.5
192,70.6
177,68.0
168,60.6
176,63.7
187,80.4
183,63.4
169,60.9
180,65.0
187,77.2
171,60.3
172,71.5
162,52.8
185,65.5
180,68.7
161,49.5
163,59.9
192,89.2
182,65.2
161,58.4
190,78.7
167,55.8
165,57.4
174,67.9
180,67.6
194,83.5
167,52.2
166,53.1
194,91.1
163,59.9
164,65.0
177,65.5
174,64.4
189,76.3
162,63.1
183,63.2
175,62.4
183,70.6
191,83.2
182,77.6
190,82.0
164,54.6
195,88.9
184,70.8
172,73.6
184,75.6
179,78.0
194,76.2
160,60.5
181,65.0
176,75.6
186,71.7
184,77.1
171,72.6
175,66.4
184,78.3
165,61.8
186,83.8
191,84.8
184,79.3
179,68.6
194,82.1
180,63.5
166,54.7
173,57.0
177,68.8
187,81.8
187,71.0
160,54.6
172,71.1
178,74.3
172,61.8
171,60.2
182,68.0
194,91.9
180,60.8
165,52.6
169,61.0
179,70.0
181,74.7
172,64.8
168,57.9
169,56.8
195,86.8
174,70.3
184,80.0
160,57.7
183,80.7
166,52.7
174,66.4
166,56.0
177,61.5
178,59.0
183,69.5
172,55.9
181,64.5
187,76.1
181,62.5
173,69.6
175,64.9
164,58.0
174,57.5
188,71.0
187,73.6
162,49.1
170,67.2
179,74.1
189,71.2
175,68.8
163,58.0
172,57.5
181,78.1
183,71.4
188,70.3
162,51.1
165,57.4
179,76.7
185,72.6
181,69.5
187,73.6
174,73.9
165,64.5
185,82.2
188,83.3
189,86.2
175,71.2
165,59.1
170,54.6
187,73.0
173,73.2
173,60.4
191,82.2
192,90.0
172,55.6
179,66.8
163,50.4
163,58.3
162,65.0
166,60.5
165,59.8
165,62.9
188,79.1
178,75.1
175,63.8
187,84.4
162,52.1
183,81.4
160,58.0
189,72.5
161,64.1
173,60.7
183,78.1
189,79.8
177,71.7
169,62.2
161,51.6
168,59.2
189,76.2
187,81.6
171,56.8
193,73.8
187,71.3
193,72.8
179,75.0
176,62.6
178,73.6
165,60.8
160,63.4
181,73.6
184,83.7
188,83.2
160,56.0
